id,zip,bedrooms,bathrooms,garage,land,sqft,price
1530,60032,7,4,2,2.813,4300,884452
1531,60004,5,2,2,3.489,2918,614594
1532,60006,4,2,1,2.01,2372,490144
1533,60044,7,5,2,2.442,4465,921575
1534,60040,2,1,0,0.978,1227,256365
1535,60035,9,6,3,2.741,5741,1185747
1536,60025,7,3,2,1.517,4139,862955
1537,60039,5,3,2,0.55,3084,628794
1538,60026,4,1,1,1.553,2210,452860
1539,60037,2,1,0,0.947,1193,255637
1540,60035,1,1,0,3.777,657,144127
1541,60019,2,1,0,0.606,1222,240020
1542,60020,1,1,0,3.779,736,159997
1543,60047,9,4,3,1.921,5336,1099419
1544,60012,8,3,3,1.523,4602,966024
1545,60037,7,3,2,4.537,4147,884387
1546,60021,1,1,0,2.806,672,140987
1547,60004,6,2,2,3.577,3371,705634
1548,60035,7,3,2,2.62,4128,852542
1549,60037,7,4,2,2.887,4270,900737
1550,60003,9,2,2,2.573,4895,1006457
1551,60031,1,1,0,0.412,682,139615
1552,60011,6,4,2,2.878,3820,799501
1553,60048,6,4,2,1.822,3845,788237
1554,60048,2,1,0,1.758,1219,242717
1555,60038,9,4,3,4.996,5310,1110246
1556,60034,6,3,2,0.673,3578,739878
1557,60037,9,6,2,1.372,5744,1187962
1558,60039,4,2,1,4.862,2438,511154
1559,60038,7,1,2,0.518,3720,759856
1560,60028,2,1,0,0.473,1246,243966
1561,60043,5,2,2,1.314,2914,604670
1562,60027,7,4,2,4.489,4335,931356
1563,60007,4,2,1,1.211,2439,493802
1564,60015,3,1,1,3.049,1711,365750
1565,60040,4,2,1,3.259,2382,508770
1566,60026,9,7,3,0.987,5895,1207030
1567,60038,6,4,2,4.403,3794,794081
1568,60007,2,1,0,3.774,1158,240417
1569,60006,5,2,2,3.949,2871,609639
1570,60006,3,1,1,4.709,1676,364439
1571,60043,1,1,0,2.311,708,148455
1572,60000,8,2,2,3.525,4418,908805
1573,60017,2,1,0,0.357,1196,225079
1574,60015,1,1,0,0.705,687,139230
1575,60025,5,1,2,4.124,2660,580190
1576,60004,7,5,2,3.459,4524,935644
1577,60004,9,4,2,0.427,5344,1084484
1578,60022,8,5,3,4.684,5022,1081724
1579,60009,9,6,3,3.662,5743,1183651
1580,60029,2,1,0,2.854,1176,258633
1581,60003,5,3,2,1.57,3056,633642
1582,60002,2,1,0,0.522,1182,249711
1583,60029,9,7,2,1.009,5889,1212008
1584,60003,4,2,1,2.763,2439,506207
1585,60037,1,1,0,2.911,743,175457
1586,60019,8,5,2,3.836,4961,1023970
1587,60012,1,1,0,3.094,722,167879
1588,60048,3,1,1,3.146,1740,363857
1589,60012,1,1,0,0.258,730,155299
1590,60000,7,5,2,0.341,4506,910485
1591,60005,3,1,1,2.726,1733,399468
1592,60045,3,1,1,2.482,1729,369427
1593,60030,1,1,0,2.617,738,177447
1594,60045,5,2,2,3.453,2873,613082
1595,60029,4,1,1,4.41,2191,479413
1596,60003,7,3,2,3.152,4105,851352
1597,60042,6,1,2,1.31,3204,664239
1598,60004,7,2,2,4.46,3940,823849
1599,60034,5,3,2,1.275,3123,651888
1600,60023,5,3,2,1.735,3118,662084
1601,60010,6,3,2,3.981,3597,755668
1602,60034,5,1,2,4.489,2686,580558
1603,60017,3,1,1,0.421,1712,338599
1604,60013,7,2,2,3.021,3904,832681
1605,60037,4,1,1,3.047,2198,477137
1606,60014,3,1,1,3.348,1700,371473
1607,60043,2,1,0,1.461,1178,238205
1608,60006,1,1,0,2.588,663,141234
1609,60037,9,2,3,3.824,4916,1044622
1610,60024,1,1,0,3.98,745,195430
1611,60004,3,1,1,2.326,1683,351779
1612,60044,5,1,2,1.253,2739,570430
1613,60020,2,1,0,1.634,1167,235472
1614,60044,7,4,2,0.663,4305,880680
1615,60028,5,1,2,4.26,2691,571901
1616,60001,4,2,1,1.916,2365,493136
1617,60034,9,6,3,4.723,5672,1188928
1618,60033,2,1,0,2.8,1196,275883
1619,60033,7,4,2,1.751,4302,911838
1620,60027,8,2,3,3.456,4444,957991
1621,60036,5,1,2,4.298,2719,612104
1622,60008,7,2,2,3.661,3909,811176
1623,60017,7,1,2,4.443,3735,773309
1624,60023,9,6,3,2.621,5683,1189514
1625,60033,2,1,0,4.249,1162,276328
1626,60049,3,1,1,1.219,1714,362588
1627,60007,5,1,2,1.216,2711,558227
1628,60006,2,1,0,4.853,1161,252159
1629,60039,2,1,0,0.778,1232,239534
1630,60024,6,1,2,1.543,3195,693245
1631,60010,4,1,1,0.253,2246,456828
1632,60044,8,4,2,3.84,4758,987165
1633,60004,3,1,1,0.457,1716,349034
1634,60046,7,1,2,0.68,3715,793102
1635,60030,7,2,2,1.801,3875,820767
1636,60047,2,1,0,2.595,1152,235989
1637,60042,1,1,0,2.306,729,154219
1638,60033,5,1,2,3.711,2655,592238
1639,60016,8,4,3,4.919,4781,1005990
1640,60039,3,1,1,4.403,1660,353259
1641,60004,3,1,1,3.397,1716,363734
1642,60000,6,1,2,2.14,3156,649480
1643,60032,6,1,2,4.572,3194,672047
1644,60018,9,6,3,3.126,5733,1203093
1645,60032,9,5,2,3.919,5503,1130582
1646,60020,6,1,2,3.518,3209,673292
1647,60011,9,4,2,1.475,5344,1097286
1648,60032,1,1,0,3.655,660,140662
1649,60025,8,2,3,2.872,4445,940930
1650,60013,2,1,0,3.799,1170,269771
1651,60043,6,4,2,3.235,3812,793875
1652,60001,2,1,0,2.128,1217,254596
1653,60047,8,4,3,2.441,4846,1004019
1654,60047,7,3,2,1.062,4150,847924
1655,60005,8,5,3,4.542,4994,1080748
1656,60037,1,1,0,1.977,696,161387
1657,60013,6,2,2,0.892,3356,712436
1658,60022,5,2,2,3.204,2904,640724
1659,60035,9,4,2,1.851,5282,1079497
1660,60036,1,1,0,2.062,679,172924
1661,60037,4,1,1,2.517,2173,469487
1662,60000,4,1,1,3.11,2235,460130
1663,60021,6,4,2,3.906,3776,787287
1664,60049,9,6,2,3.208,5712,1182133
1665,60022,4,2,1,4.457,2385,533189
1666,60003,5,1,2,4.038,2737,582182
1667,60037,6,1,2,1.755,3196,680277
1668,60019,3,1,1,2.909,1659,348935
1669,60001,8,5,2,3.054,4972,1030226
1670,60048,8,3,2,3.113,4609,947492
1671,60001,4,1,1,0.833,2250,464721
1672,60005,7,3,2,4.179,4105,891133
1673,60029,5,3,2,1.289,3127,661008
1674,60046,2,1,0,1.622,1239,282612
1675,60006,3,1,1,0.94,1700,350394
1676,60004,5,2,2,4.43,2950,625699
1677,60034,4,2,1,2.028,2389,498853
1678,60045,2,1,0,4.152,1198,261577
1679,60012,6,2,2,1.14,3361,705909
1680,60019,4,1,1,3.704,2187,458510
1681,60007,4,1,1,2.633,2227,458512
1682,60004,3,1,1,0.882,1671,342159
1683,60001,7,5,2,3.176,4483,933036
1684,60030,1,1,0,1.808,652,156202
1685,60026,7,3,2,2.454,4056,836565
1686,60042,3,1,1,0.645,1674,344914
1687,60039,4,1,1,3.52,2215,459844
1688,60047,5,2,2,1.502,2938,607724
1689,60017,7,1,2,3.108,3652,750034
1690,60017,9,6,2,4.301,5729,1171399
1691,60027,8,5,2,1.252,5011,1050371
1692,60021,6,4,2,2.057,3851,793042
1693,60013,9,7,2,4.537,5877,1234861
1694,60012,2,1,0,4.294,1235,276479
1695,60037,1,1,0,1.998,665,155292
1696,60015,4,1,1,2.219,2196,458600
1697,60044,5,2,2,1.844,2873,600185
1698,60044,7,5,2,0.867,4500,920700
1699,60042,8,5,3,0.623,5025,1035004
1700,60011,9,4,3,3.559,5265,1101906
1701,60018,4,1,1,4.719,2240,492458
1702,60035,6,3,2,0.451,3587,733497
1703,60018,9,5,3,1.493,5498,1147928
1704,60045,8,5,2,0.794,5052,1035587
1705,60008,5,2,2,4.863,2862,607786
1706,60047,7,1,2,3.571,3740,778469
1707,60048,4,2,1,4.688,2376,498767
1708,60045,3,1,1,4.792,1713,377777
1709,60045,3,1,1,2.783,1739,372932
1710,60022,2,1,0,2.361,1173,270309
1711,60001,5,1,2,4.298,2729,587846
1712,60039,2,1,0,0.859,1220,237539
1713,60026,4,2,1,3.343,2411,502010
1714,60020,7,4,2,2.663,4332,893617
1715,60045,8,5,3,4.251,5017,1055872
1716,60038,5,3,2,2.987,3067,641601
1717,60035,3,1,1,4.685,1661,359467
1718,60042,3,1,1,0.846,1725,356119
1719,60013,1,1,0,3.389,735,180721
1720,60047,6,3,2,1.444,3580,735834
1721,60048,8,5,3,4.14,4987,1038227
1722,60037,4,1,1,3.04,2212,479902
1723,60041,1,1,0,3.282,680,165873
1724,60015,4,2,1,0.945,2425,498030
1725,60022,5,3,2,2.577,3151,686989
1726,60021,7,4,2,4.283,4259,885772
1727,60016,9,2,2,4.201,4906,1017400
1728,60033,9,6,3,0.432,5685,1191843
1729,60034,3,1,1,3.885,1672,364738
1730,60023,8,4,2,2.19,4829,1006559
1731,60028,4,1,1,4.131,2158,454656
1732,60014,4,1,1,3.638,2196,472123
1733,60020,4,1,1,0.261,2196,444407
1734,60038,8,3,2,3.325,4644,958691
1735,60033,6,4,2,1.892,3835,819143
1736,60008,8,3,3,1.411,4650,958126
1737,60017,7,4,2,4.743,4304,888609
1738,60000,1,1,0,2.035,720,141755
1739,60014,3,1,1,0.317,1748,365918
1740,60007,2,1,0,4.136,1235,257627
1741,60038,4,1,1,1.837,2156,443651
1742,60010,3,1,1,0.597,1736,356548
1743,60027,2,1,0,4.159,1193,281306
1744,60025,5,2,2,3.9,2904,627870
1745,60034,7,5,2,2.661,4480,930218
1746,60009,4,2,1,3.134,2394,491211
1747,60033,4,2,1,2.759,2416,529678
1748,60026,9,3,2,2.17,5121,1048145
1749,60023,4,1,1,0.579,2239,470504
1750,60006,4,2,1,3.231,2419,505649
1751,60027,5,2,2,3.576,2869,633591
1752,60003,1,1,0,4.1,731,161292
1753,60004,7,2,2,3.046,3860,800779
1754,60046,4,1,1,1.739,2207,486797
1755,60027,9,4,3,0.634,5350,1125081
1756,60040,1,1,0,4.27,688,165025
1757,60047,5,1,2,4.128,2671,567454
1758,60004,7,4,2,0.283,4340,882964
1759,60026,5,2,2,2.51,2883,602245
1760,60008,8,3,3,3.153,4640,964836
1761,60029,1,1,0,3.351,716,169118
1762,60028,3,1,1,3.638,1719,364391
1763,60012,1,1,0,3.211,663,156664
1764,60019,9,3,3,4.039,5058,1054385
1765,60020,4,1,1,0.973,2244,457567
1766,60021,6,1,2,2.778,3245,675447
1767,60001,4,2,1,1.159,2388,493951
1768,60007,5,3,2,4.709,3118,657092
1769,60029,5,2,2,4.375,2892,629438
1770,60024,7,3,2,2.53,4104,879980
1771,60029,1,1,0,3.325,703,166388
1772,60000,7,3,2,3.319,4114,846975
1773,60029,6,4,2,2.181,3849,809868
1774,60030,3,1,1,3.015,1740,389837
1775,60007,7,1,2,4.56,3730,778747
1776,60016,8,4,2,4.141,4816,999100
1777,60014,7,1,2,4.041,3692,783338
1778,60015,1,1,0,3.566,694,154935
1779,60001,9,3,3,0.75,5056,1045506
1780,60019,7,5,2,2.62,4458,917290
1781,60021,6,1,2,1.278,3241,667147
1782,60025,7,1,2,1.622,3667,769080
1783,60049,5,2,2,2.713,2861,609458
1784,60001,3,1,1,0.704,1680,350076
1785,60022,1,1,0,4.193,735,191869
1786,60013,3,1,1,2.951,1687,378931
1787,60016,5,1,2,4.808,2720,583235
1788,60045,1,1,0,1.397,705,149202
1789,60045,9,3,2,0.56,5053,1034617
1790,60043,1,1,0,1.086,694,139530
1791,60038,1,1,0,4.278,703,155256
1792,60043,8,4,2,0.765,4763,971725
1793,60040,5,1,2,2.529,2731,584920
1794,60020,9,2,3,3.563,4875,1016717
1795,60041,8,2,3,2.209,4389,932308
1796,60005,7,3,2,1.28,4138,883238
1797,60022,3,1,1,1.446,1668,374734
1798,60036,1,1,0,4.758,662,183004
1799,60046,5,1,2,1.3,2729,599002
1800,60009,7,5,2,1.384,4459,905461
1801,60007,5,1,2,0.459,2749,562042
1802,60002,2,1,0,0.894,1228,260771
1803,60023,1,1,0,0.787,701,153944
1804,60046,1,1,0,2.507,665,172237
1805,60008,4,1,1,4.348,2195,461811
1806,60035,5,1,2,4.044,2722,578462
1807,60005,9,5,2,2.574,5521,1166308
1808,60001,2,1,0,0.869,1236,252101
1809,60043,8,5,3,0.63,5025,1033450
1810,60036,3,1,1,1.298,1667,376704
1811,60010,1,1,0,4.176,733,163843
1812,60025,2,1,0,3.146,1195,262300
1813,60004,4,2,1,0.528,2360,478189
1814,60021,9,5,3,1.016,5545,1136637
1815,60017,1,1,0,2.959,703,139489
1816,60040,5,2,2,2.941,2940,628780
1817,60033,4,2,1,1.702,2379,516993
1818,60013,9,5,3,2.773,5467,1154041
1819,60012,4,1,1,4.984,2213,485529
1820,60008,3,1,1,3.92,1684,357471
1821,60031,2,1,0,4.472,1178,259115
1822,60015,4,2,1,1.225,2395,493430
1823,60024,7,5,2,2.864,4504,961650
1824,60037,5,3,2,2.661,3094,664407
1825,60005,4,1,1,1.752,2214,490798
1826,60020,6,3,2,0.892,3636,745562
1827,60042,8,2,2,1.483,4365,897304
1828,60013,3,1,1,4.241,1679,383781
1829,60005,7,3,2,3.458,4123,891128
1830,60008,9,7,3,4.089,5868,1215116
1831,60005,6,3,2,4.529,3630,797883
1832,60036,8,4,2,1.014,4810,1013884
1833,60033,4,2,1,4.24,2421,538083
1834,60008,3,1,1,0.65,1732,350721
1835,60030,5,2,2,1.597,2881,620947
1836,60043,8,4,3,2.2,4801,996500
1837,60018,2,1,0,4.072,1175,266223
1838,60003,2,1,0,4.92,1196,258392
1839,60021,8,4,2,1.124,4785,975177
1840,60029,6,1,2,4.358,3199,690753
1841,60032,3,1,1,4.107,1714,363722
1842,60013,7,1,2,3.879,3683,792771
1843,60028,5,1,2,0.435,2731,560776
1844,60021,1,1,0,2.24,681,139957
1845,60042,4,2,1,2.282,2421,502499
1846,60039,1,1,0,4.904,713,156364
1847,60029,8,2,2,3.282,4395,924573
1848,60039,3,1,1,4.117,1655,350829
1849,60043,8,4,3,3.133,4775,995965
1850,60005,1,1,0,0.89,688,171288
1851,60042,1,1,0,3.731,724,160344
1852,60017,7,4,2,0.351,4350,875849
1853,60034,7,5,2,3.187,4456,928048
1854,60028,6,4,2,0.878,3764,769591
1855,60034,2,1,0,2.948,1221,259853
1856,60047,1,1,0,2.12,721,147414
1857,60014,9,5,2,1.038,5474,1124723
1858,60036,2,1,0,4.152,1208,289174
1859,60028,9,2,3,1.112,4894,1006761
1860,60035,7,4,2,3.454,4328,896712
1861,60042,3,1,1,3.833,1718,369654
1862,60036,7,2,2,0.752,3931,836774
1863,60038,2,1,0,3.189,1172,243611
1864,60010,6,4,2,4.719,3780,795958
1865,60012,9,3,2,4.991,5104,1073764
1866,60041,5,1,2,4.266,2729,600593
1867,60005,5,3,2,2.889,3108,685283
1868,60004,6,2,2,4.296,3400,715029
1869,60024,8,6,2,4.559,5211,1111525
1870,60042,7,2,2,4.413,3887,816354
1871,60027,6,3,2,0.919,3600,766506
1872,60031,4,2,1,1.808,2364,492995
1873,60043,1,1,0,3.172,706,152360
1874,60023,7,2,2,2.966,3902,825039
1875,60044,7,5,2,4.586,4540,947295
1876,60009,4,2,1,1.829,2370,479886
1877,60035,7,4,2,2.455,4346,895317
1878,60039,4,2,1,1.294,2368,479314
1879,60041,4,2,1,4.89,2431,534113
1880,60035,4,2,1,3.27,2372,494592
1881,60023,6,1,2,1.136,3181,671689
1882,60023,4,2,1,3.944,2432,525929
1883,60049,4,2,1,1.969,2408,505138
1884,60028,5,1,2,3.503,2657,561316
1885,60002,2,1,0,1.797,1191,257886
1886,60047,7,4,2,1.507,4259,871949
1887,60049,3,1,1,4.788,1678,373233
1888,60002,5,1,2,0.802,2751,584911
1889,60040,7,2,2,3.223,3907,823590
1890,60033,7,4,2,0.351,4325,909438
1891,60047,8,5,2,0.824,5009,1018534
1892,60044,9,3,3,0.785,5110,1052290
1893,60019,3,1,1,2.486,1712,357420
1894,60010,5,3,2,2.892,3090,648823
1895,60028,3,1,1,1.426,1698,349131
1896,60031,2,1,0,1.726,1241,257985
1897,60003,7,3,2,1.312,4059,832952
1898,60009,7,3,2,2.462,4057,830451
1899,60023,5,2,2,0.718,2870,607399
1900,60024,1,1,0,1.249,704,173575
1901,60011,3,1,1,1.884,1750,370531
1902,60046,1,1,0,1.957,748,186087
1903,60031,2,1,0,1.891,1192,249010
1904,60041,5,3,2,3.237,3151,679848
1905,60046,8,2,2,0.665,4360,922027
1906,60041,5,2,2,0.782,2935,624373
1907,60032,8,4,3,0.699,4843,992482
1908,60036,2,1,0,0.506,1235,276344
1909,60017,6,2,2,2.075,3399,694269
1910,60024,3,1,1,3.577,1694,393215
1911,60014,4,2,1,3.128,2367,503773
1912,60019,6,1,2,3.013,3251,677855
1913,60038,5,2,2,0.904,2866,590986
1914,60004,2,1,0,2.13,1231,250399
1915,60009,5,1,2,2.424,2731,565061
1916,60044,6,3,2,3.954,3588,753735
1917,60024,3,1,1,0.809,1665,373575
1918,60023,3,1,1,2.53,1673,367059
1919,60038,6,1,2,0.256,3226,659746
1920,60034,1,1,0,3.561,737,166118
1921,60001,7,2,2,0.75,3902,804706
1922,60036,6,3,2,3.605,3575,779839
1923,60030,7,5,2,0.802,4473,935372
1924,60035,8,4,3,4.494,4849,1016112
1925,60033,4,2,1,0.282,2432,520493
1926,60002,9,5,2,3.606,5501,1148931
1927,60049,8,2,3,2.189,4410,926638
1928,60013,4,2,1,3.154,2384,519346
1929,60021,8,4,2,0.8,4761,968757
1930,60010,7,2,2,2.814,3870,804433
1931,60001,6,1,2,1.447,3249,677591
1932,60037,3,1,1,1.911,1710,373857
1933,60028,8,4,3,0.529,4781,981246
1934,60024,3,1,1,4.707,1739,407865
1935,60034,5,3,2,3.453,3062,650578
1936,60029,6,1,2,4.6,3153,682763
1937,60005,5,2,2,1.047,2945,643473
1938,60024,4,1,1,2.125,2245,496155
1939,60034,4,1,1,4.787,2197,474248
1940,60039,6,1,2,2.88,3235,670644
1941,60036,3,1,1,4.536,1666,392694
1942,60020,9,6,2,4.008,5683,1170542
1943,60020,8,6,2,0.572,5153,1047362
1944,60030,7,2,2,3.627,3892,833297
1945,60007,7,1,2,2.165,3727,766172
1946,60038,3,1,1,4.875,1671,361841
1947,60008,4,1,1,2.6,2228,459671
1948,60022,4,2,1,4.595,2396,536079
1949,60026,2,1,0,1.663,1249,251210
1950,60048,1,1,0,1.572,707,139387
1951,60041,9,2,2,2.304,4948,1034583
1952,60005,6,3,2,4.529,3561,784083
1953,60027,1,1,0,1.136,740,175591
1954,60036,8,4,2,2.439,4780,1015009
1955,60036,5,2,2,4.838,2898,650604
1956,60039,7,2,2,1.963,3862,791459
1957,60017,6,4,2,3.156,3770,773874
1958,60021,1,1,0,0.87,667,130307
1959,60011,8,4,3,1.466,4786,995641
1960,60019,9,5,2,0.731,5541,1124445
1961,60028,3,1,1,3.246,1674,353431
1962,60040,4,2,1,2.716,2440,517655
1963,60036,2,1,0,1.571,1198,274269
1964,60006,1,1,0,1.603,703,144309
1965,60039,1,1,0,3.742,748,157554
1966,60046,1,1,0,4.293,663,180767
1967,60047,2,1,0,0.355,1241,242589
1968,60020,1,1,0,4.443,728,161717
1969,60006,6,4,2,0.752,3754,770254
1970,60030,8,3,2,4.747,4601,980697
1971,60022,9,4,3,3.531,5305,1132559
1972,60026,7,4,2,4.979,4336,905190
1973,60005,2,1,0,3.219,1198,284933
1974,60005,3,1,1,4.312,1660,392798
1975,60047,4,1,1,3.946,2249,472144
1976,60013,2,1,0,3.93,1211,278626
1977,60001,3,1,1,2.174,1744,370226
1978,60009,1,1,0,4.033,734,153706
1979,60019,1,1,0,4.411,719,158445
1980,60033,1,1,0,4.656,692,184363
1981,60017,8,2,3,2.228,4363,897834
1982,60047,2,1,0,4.67,1151,246164
1983,60023,7,2,2,3.468,3881,823349
1984,60048,2,1,0,4.748,1214,256667
1985,60033,6,3,2,4.302,3639,791993
1986,60032,1,1,0,4.474,702,153157
1987,60010,1,1,0,3.857,685,152648
1988,60046,9,5,3,0.383,5542,1167017
1989,60043,8,3,2,0.65,4625,943550
1990,60016,8,5,3,2.576,5042,1046475
1991,60039,4,1,1,3.879,2211,460839
1992,60010,4,1,1,2.406,2178,453993
1993,60035,2,1,0,4.815,1229,263717
1994,60038,8,4,3,3.514,4769,994636
1995,60021,3,1,1,4.126,1721,367387
1996,60033,8,6,2,2.92,5240,1105283
1997,60032,9,2,2,0.273,4899,991552
1998,60025,3,1,1,0.403,1658,351185
1999,60021,9,5,2,1.856,5497,1121237
2000,60018,5,3,2,2.321,3058,654068
2001,60005,2,1,0,1.48,1211,278838
2002,60007,5,2,2,0.98,2934,601647
2003,60045,8,3,3,3.257,4637,974902
2004,60025,8,6,3,1.761,5184,1083175
2005,60046,8,3,2,2.337,4629,984187
2006,60005,8,3,3,1.13,4598,984488
2007,60046,5,3,2,2.636,3151,690082
2008,60042,4,2,1,3.497,2398,503974
2009,60046,8,6,2,4.504,5227,1114622
2010,60023,7,3,2,1.809,4052,849254
2011,60037,1,1,0,0.312,654,144662
2012,60046,4,2,1,3.074,2389,529872
2013,60031,5,2,2,2.942,2857,607265
2014,60024,6,3,2,0.503,3651,779245
2015,60030,8,4,3,2.508,4755,1010302
2016,60046,9,7,2,1.405,5928,1239327
2017,60021,3,1,1,4.598,1696,364747
2018,60033,1,1,0,1.357,682,165868
2019,60033,1,1,0,4.79,725,191633
2020,60001,5,1,2,0.959,2656,556551
2021,60011,1,1,0,0.501,725,148616
2022,60016,9,3,2,4.432,5125,1062355
2023,60047,9,3,2,4.739,5140,1064309
2024,60040,5,3,2,1.496,3126,658755
2025,60048,3,1,1,0.284,1692,339947
2026,60001,3,1,1,3.666,1658,360486
2027,60044,7,1,2,4.867,3734,787500
2028,60016,7,2,2,1.025,3860,792320
2029,60015,4,1,1,2.258,2181,455795
2030,60044,1,1,0,0.454,714,141435
2031,60036,5,2,2,0.963,2854,622429
2032,60025,9,4,3,0.587,5337,1107905
2033,60024,9,6,3,3.993,5752,1226895
2034,60031,7,1,2,1.626,3744,778085
2035,60037,6,1,2,1.686,3199,680532
2036,60030,2,1,0,3.956,1236,283742
2037,60031,7,4,2,1.195,4312,889530
2038,60038,6,4,2,2.332,3794,783726
2039,60047,2,1,0,0.692,1205,237074
2040,60008,6,4,2,3.425,3756,779396
2041,60015,5,1,2,2.198,2663,561895
2042,60044,2,1,0,2.82,1248,260065
2043,60033,4,2,1,1.525,2381,516508
2044,60026,1,1,0,4.288,674,149335
2045,60004,8,4,3,2.973,4819,1002214
2046,60040,2,1,0,4.67,1227,274825
2047,60041,3,1,1,4.839,1692,386058
2048,60007,1,1,0,4.957,669,148532
2049,60042,4,1,1,0.987,2194,450624
2050,60039,3,1,1,1.61,1725,352294
2051,60035,9,7,3,1.766,5907,1214072
2052,60018,5,2,2,0.673,2863,606828
2053,60030,8,2,3,4.397,4377,944147
2054,60012,3,1,1,4.219,1699,378904
2055,60017,3,1,1,4.846,1695,357324
2056,60012,2,1,0,1.415,1185,252084
2057,60000,6,3,2,4.162,3586,745590
2058,60000,4,2,1,0.718,2389,478970
2059,60021,6,1,2,4.714,3231,682327
2060,60041,2,1,0,4.459,1150,265758
2061,60048,4,1,1,4.485,2166,455752
2062,60002,5,3,2,3.942,3056,661611
2063,60042,5,3,2,4.567,3087,657124
2064,60039,8,3,2,4.634,4569,946214
2065,60037,1,1,0,3.759,707,172497
2066,60041,4,1,1,0.446,2194,464493
2067,60004,2,1,0,0.942,1189,236059
2068,60031,7,3,2,2.063,4131,857670
2069,60024,6,3,2,3.895,3606,787205
2070,60037,4,1,1,1.703,2169,464617
2071,60048,1,1,0,4.04,714,153127
2072,60016,6,2,2,4.616,3392,716675
2073,60011,2,1,0,2.811,1169,248966
2074,60004,8,4,3,1.73,4771,986399
2075,60039,7,5,2,3.854,4525,933514
2076,60013,8,2,3,3.325,4378,939001
2077,60033,6,4,2,4.798,3767,820073
2078,60027,2,1,0,2.946,1239,284441
2079,60031,9,5,3,2.081,5516,1144760
2080,60040,5,1,2,0.913,2666,563840
2081,60040,1,1,0,3.811,739,172930
2082,60034,2,1,0,4.944,1195,264633
2083,60041,3,1,1,4.784,1669,381183
2084,60039,6,1,2,2.352,3237,668404
2085,60015,9,5,3,2.468,5533,1147245
2086,60028,2,1,0,0.446,1190,232631
2087,60033,8,2,2,2.528,4376,930523
2088,60002,1,1,0,4.625,729,179626
2089,60004,3,1,1,0.431,1733,352304
2090,60010,1,1,0,3.167,653,142798
2091,60048,8,3,3,4.847,4596,963562
2092,60006,9,4,3,0.553,5267,1081859
2093,60000,1,1,0,2.578,721,144670
2094,60038,9,7,2,4.582,5918,1219776
2095,60007,2,1,0,2.265,1171,235472
2096,60031,5,1,2,1.48,2745,577555
2097,60049,6,1,2,1.56,3153,662093
2098,60049,5,3,2,2.097,3094,652978
2099,60022,1,1,0,4.747,662,180039
2100,60031,6,3,2,0.782,3582,741465
2101,60029,1,1,0,1.705,709,159488
2102,60000,9,4,2,1.824,5305,1077700
2103,60033,5,3,2,1.249,3084,665728
2104,60046,8,6,2,4.457,5235,1115987
2105,60024,8,6,3,0.642,5174,1094540
2106,60040,3,1,1,3.017,1712,373560
2107,60015,8,4,2,4.421,4848,1010010
2108,60019,1,1,0,4.606,707,157020
2109,60032,4,2,1,1.699,2401,489082
2110,60010,8,4,2,4.281,4781,993968
2111,60005,6,4,2,0.351,3780,806993
2112,60043,5,1,2,4.279,2721,580895
2113,60021,8,5,3,0.976,4996,1026637
2114,60003,1,1,0,1.127,703,140827
2115,60047,3,1,1,0.484,1664,337834
2116,60024,4,2,1,2.726,2379,525960
2117,60036,4,2,1,4.651,2381,536269
2118,60047,7,5,2,2.545,4524,930139
2119,60032,7,1,2,2.48,3720,766787
2120,60004,3,1,1,3.145,1683,355874
2121,60042,1,1,0,1.978,660,138779
2122,60024,6,2,2,4.93,3434,757980
2123,60024,1,1,0,4.082,701,187140
2124,60042,4,2,1,3.956,2374,501469
2125,60048,2,1,0,1.663,1177,233842
2126,60048,1,1,0,3.273,716,149692
2127,60034,5,1,2,2.438,2726,578303
2128,60033,5,3,2,4.045,3053,673508
2129,60044,8,6,2,0.563,5216,1062380
2130,60000,5,1,2,0.939,2683,548875
2131,60001,5,3,2,2.988,3135,662496
2132,60025,9,5,2,1.698,5493,1134660
2133,60024,4,1,1,0.574,2195,478400
2134,60017,5,2,2,2.624,2888,594814
2135,60035,1,1,0,1.808,740,150882
2136,60025,3,1,1,0.775,1674,356245
2137,60018,4,2,1,3.538,2415,521553
2138,60011,5,3,2,0.691,3109,646366
2139,60001,7,5,2,0.303,4489,919871
2140,60017,5,3,2,3.632,3107,643654
2141,60036,1,1,0,1.358,664,166404
2142,60026,5,1,2,3.38,2682,566395
2143,60038,2,1,0,2.164,1179,239886
2144,60029,7,4,2,1.855,4330,904438
2145,60021,4,1,1,2.261,2178,449462
2146,60037,4,2,1,2.342,2363,506612
2147,60041,1,1,0,3.352,680,166223
2148,60006,8,3,3,3.815,4586,961969
2149,60046,8,6,2,2.745,5229,1106227
2150,60009,5,3,2,3.795,3088,643316
2151,60007,9,5,2,1.972,5546,1129007
2152,60039,8,6,2,3.809,5210,1070289
2153,60004,3,1,1,2.036,1729,359529
2154,60003,7,4,2,1.178,4269,874282
2155,60017,4,1,1,2.503,2196,445809
2156,60042,9,2,3,3.826,4890,1024019
2157,60011,7,5,2,1.883,4455,921526
2158,60015,1,1,0,3.037,726,158690
2159,60048,3,1,1,0.727,1718,347362
2160,60004,6,4,2,2.157,3827,789734
2161,60001,5,1,2,0.328,2703,562796
2162,60035,3,1,1,3.355,1677,356017
2163,60006,4,2,1,4.301,2376,502399
